,Date,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
10039,2010-09-14,14.0,18.1,30.0,28.0,69.0,86.0,1016.7,1011.9,17.3,15.5,Yes
10047,2010-10-13,15.7,26.2,9.0,20.0,75.0,53.0,1019.7,1014.9,18.8,25.2,Yes
10053,2010-11-01,17.6,18.5,41.0,39.0,83.0,82.0,1014.9,1012.2,18.0,18.1,Yes
10054,2010-11-10,18.1,27.9,13.0,30.0,73.0,56.0,1021.8,1016.7,22.7,26.9,Yes
10064,2010-11-30,16.0,22.2,30.0,20.0,98.0,97.0,1016.5,1014.8,16.5,18.4,Yes
10073,2011-01-10,21.6,26.9,28.0,28.0,74.0,60.0,1016.7,1015.0,25.1,26.7,Yes
10078,2011-01-20,20.6,27.9,24.0,30.0,59.0,52.0,1013.8,1013.6,25.4,26.8,Yes
10095,2011-05-09,10.1,16.4,43.0,41.0,64.0,70.0,1014.7,1014.0,15.3,15.7,Yes
10099,2011-05-24,11.9,18.8,17.0,28.0,53.0,92.0,1005.4,1005.4,15.0,14.2,Yes
10100,2011-05-25,11.5,14.3,52.0,52.0,76.0,79.0,1011.4,1011.5,12.9,13.4,Yes
10101,2011-05-29,9.6,16.4,13.0,28.0,81.0,78.0,1025.1,1022.2,12.0,16.3,Yes
10102,2011-05-30,11.8,18.8,44.0,13.0,83.0,92.0,1020.9,1018.7,16.0,13.2,Yes
10106,2011-06-13,12.5,16.9,26.0,20.0,96.0,79.0,1024.1,1021.3,13.4,14.9,Yes
10107,2011-06-15,13.9,18.0,41.0,37.0,87.0,61.0,1023.8,1021.8,14.4,17.4,Yes
10111,2011-06-28,9.9,16.9,9.0,30.0,73.0,67.0,1034.3,1032.9,13.1,15.8,Yes
10117,2011-07-19,6.5,15.2,20.0,35.0,63.0,71.0,1014.8,1011.7,8.8,10.3,Yes
10118,2011-07-20,8.6,16.8,46.0,57.0,99.0,80.0,1012.8,1013.5,13.8,14.6,Yes
10128,2011-08-11,5.6,16.2,19.0,11.0,58.0,55.0,1008.7,1008.4,11.7,15.7,Yes
10129,2011-08-12,11.3,15.2,28.0,30.0,77.0,91.0,1018.0,1018.8,14.4,13.8,Yes
10130,2011-08-13,7.9,18.4,17.0,17.0,65.0,54.0,1024.5,1022.3,12.5,17.1,Yes
10131,2011-08-16,10.4,17.9,13.0,17.0,77.0,57.0,1022.1,1018.7,13.7,17.5,Yes
10132,2011-08-17,10.1,17.7,9.0,20.0,84.0,78.0,1018.4,1014.0,13.7,16.2,Yes
10141,2011-09-09,12.0,12.9,15.0,19.0,87.0,80.0,1009.2,1006.6,12.2,12.6,Yes
10146,2011-09-24,14.7,17.8,17.0,19.0,65.0,76.0,1021.6,1018.1,16.6,16.2,Yes
10147,2011-10-02,11.8,16.9,46.0,41.0,87.0,63.0,1013.3,1016.7,13.3,15.5,Yes
10148,2011-10-12,11.0,19.8,11.0,22.0,55.0,85.0,1017.6,1017.4,15.2,15.4,Yes
10149,2011-10-16,16.5,20.8,24.0,26.0,73.0,58.0,1014.5,1015.2,18.1,20.1,Yes
10153,2011-10-25,17.9,18.4,31.0,41.0,89.0,91.0,,1013.8,18.1,16.3,Yes
10156,2011-11-07,21.2,28.9,11.0,26.0,71.0,86.0,1013.4,1012.4,23.0,21.6,Yes
10162,2011-12-04,14.7,19.2,30.0,43.0,77.0,70.0,1014.9,1015.3,19.1,16.8,Yes
10163,2011-12-05,12.0,17.7,35.0,37.0,68.0,71.0,1021.3,1020.0,15.1,16.2,Yes
10168,2011-12-29,18.2,22.7,22.0,30.0,70.0,54.0,1014.9,1015.6,20.5,21.8,Yes
10170,2012-01-21,22.2,25.5,17.0,9.0,68.0,80.0,1015.7,1015.8,23.2,22.9,Yes
10172,2012-01-24,19.5,24.3,11.0,13.0,63.0,79.0,1018.7,1016.8,23.0,21.3,Yes
10173,2012-01-26,20.8,27.7,17.0,17.0,90.0,63.0,1014.4,1013.6,22.5,26.4,Yes
10177,2012-02-10,19.6,27.0,17.0,33.0,70.0,58.0,1012.6,1009.9,23.3,25.3,Yes
10178,2012-02-12,16.5,25.7,9.0,24.0,77.0,65.0,1015.4,1013.7,20.4,23.2,Yes
10180,2012-02-19,19.9,28.7,4.0,30.0,78.0,52.0,1017.9,1013.9,22.8,27.6,Yes
10182,2012-03-01,19.8,30.6,20.0,24.0,85.0,52.0,1007.6,1001.2,21.7,30.2,Yes
10183,2012-03-02,18.9,21.2,31.0,35.0,79.0,85.0,1013.4,1015.6,20.3,19.0,Yes
10186,2012-03-17,18.5,21.0,35.0,31.0,95.0,92.0,1014.0,1015.2,18.5,19.3,Yes
10188,2012-03-22,18.0,19.9,24.0,19.0,80.0,80.0,1009.7,1008.1,18.4,18.5,Yes
10192,2012-04-08,19.8,25.0,22.0,30.0,58.0,70.0,1019.1,1013.4,22.7,24.1,Yes
10194,2012-04-19,18.1,24.9,6.0,13.0,89.0,86.0,1019.6,1016.1,20.0,21.7,Yes
10196,2012-04-23,18.6,21.0,20.0,17.0,81.0,78.0,1013.9,1010.8,20.1,20.7,Yes
10209,2012-05-28,9.5,16.8,17.0,31.0,51.0,62.0,1026.5,1025.4,14.7,16.4,Yes
10211,2012-06-02,13.9,16.6,17.0,17.0,89.0,96.0,1022.1,1018.7,15.8,15.2,Yes
10212,2012-06-05,9.2,16.5,17.0,39.0,47.0,70.0,1000.5,1000.8,12.4,12.0,Yes
10214,2012-06-12,12.2,18.9,26.0,30.0,68.0,74.0,1020.5,1018.6,16.4,16.4,Yes
10223,2012-07-04,7.9,14.7,28.0,35.0,51.0,56.0,1024.6,1025.1,10.3,13.9,Yes
10226,2012-07-23,12.3,17.3,20.0,31.0,52.0,83.0,1029.1,1026.8,15.9,13.3,Yes
10234,2012-08-10,6.6,14.3,30.0,65.0,41.0,71.0,1015.6,1015.9,10.8,12.9,Yes
10238,2012-08-23,14.9,30.0,43.0,56.0,32.0,22.0,1009.1,1005.5,24.2,27.1,Yes
10247,2012-09-18,12.8,22.2,7.0,24.0,58.0,54.0,1018.3,1013.8,18.9,19.7,Yes
10252,2012-10-01,9.3,20.1,9.0,20.0,62.0,53.0,1027.9,1025.6,15.1,18.0,Yes
10253,2012-10-12,8.4,15.8,37.0,30.0,84.0,89.0,1006.2,1010.8,8.7,12.4,Yes
10270,2013-01-28,20.7,24.1,17.0,19.0,87.0,93.0,1009.4,1008.5,23.3,21.9,Yes
10274,2013-03-14,20.9,23.3,9.0,24.0,77.0,77.0,1012.2,1011.4,22.2,22.7,Yes
10279,2013-04-08,14.7,23.6,13.0,15.0,65.0,61.0,1025.2,1024.0,20.4,22.5,Yes
10282,2013-04-17,13.8,21.1,9.0,20.0,71.0,68.0,1016.7,1014.1,19.0,20.6,Yes
10283,2013-04-20,12.4,18.8,22.0,44.0,94.0,57.0,1013.0,1014.0,15.5,18.7,Yes
10292,2013-05-24,13.3,20.0,30.0,31.0,83.0,77.0,1018.9,1018.1,15.3,16.8,Yes
10300,2013-06-18,8.6,17.0,26.0,28.0,61.0,60.0,1013.4,1012.2,12.2,15.8,Yes
10301,2013-06-22,7.6,14.5,7.0,13.0,90.0,89.0,1024.8,1024.4,7.7,10.7,Yes
10302,2013-06-25,10.1,17.5,11.0,22.0,95.0,78.0,1016.2,1014.9,11.5,14.3,Yes
10311,2013-07-30,10.8,20.1,13.0,11.0,56.0,50.0,1019.6,1017.8,15.6,19.3,Yes
10326,2013-10-07,16.0,19.7,37.0,39.0,68.0,59.0,1011.3,1010.9,17.2,18.0,Yes
10331,2013-10-22,19.1,27.6,26.0,11.0,75.0,73.0,1016.2,1012.0,20.6,23.2,Yes
10332,2013-10-27,14.5,23.1,19.0,20.0,50.0,47.0,1022.4,1020.7,20.1,20.6,Yes
10337,2013-11-09,21.4,31.8,17.0,37.0,35.0,38.0,1006.2,1006.8,26.9,27.4,Yes
10338,2013-11-10,15.5,20.0,33.0,33.0,89.0,59.0,1017.4,1017.3,15.8,18.9,Yes
10340,2013-11-15,16.4,23.0,13.0,31.0,69.0,68.0,1015.8,1015.0,20.5,20.2,Yes
10341,2013-11-18,14.9,19.6,44.0,37.0,83.0,97.0,1013.4,1010.6,17.1,17.7,Yes
10343,2013-11-22,20.1,25.9,33.0,44.0,74.0,61.0,1009.2,1006.5,21.8,23.1,Yes
10351,2013-12-14,20.8,24.9,37.0,33.0,75.0,59.0,1014.9,1015.4,21.8,23.3,Yes
10352,2013-12-16,18.4,25.1,17.0,26.0,92.0,59.0,1020.8,1019.1,18.6,24.4,Yes
10364,2014-01-24,20.0,28.4,20.0,39.0,65.0,53.0,1014.0,1007.5,24.6,28.2,Yes
10372,2014-02-19,21.0,29.3,13.0,13.0,79.0,91.0,1004.8,1002.2,24.2,24.2,Yes
10377,2014-02-28,19.4,21.9,30.0,28.0,89.0,64.0,1022.9,1022.5,19.4,21.6,Yes
10386,2014-04-14,13.9,19.1,30.0,26.0,75.0,75.0,1020.3,1018.8,17.5,18.6,Yes
10387,2014-04-15,13.9,20.7,17.0,37.0,55.0,83.0,1020.7,1018.3,17.9,18.6,Yes
10392,2014-05-03,11.7,16.1,17.0,37.0,80.0,40.0,996.6,994.9,13.0,14.7,Yes
10402,2014-05-30,15.7,19.1,20.0,19.0,75.0,77.0,1026.8,1024.7,17.2,18.7,Yes
10405,2014-06-04,10.9,21.0,17.0,17.0,59.0,68.0,1023.9,1022.8,15.4,19.1,Yes
10406,2014-06-05,14.9,17.6,17.0,17.0,97.0,90.0,1025.6,1023.9,15.1,17.1,Yes
10408,2014-06-13,10.5,21.3,13.0,11.0,74.0,41.0,1019.3,1014.8,13.2,21.0,Yes
10422,2014-08-16,7.9,16.8,13.0,15.0,77.0,65.0,1023.8,1019.1,10.9,16.3,Yes
10423,2014-08-17,10.6,17.4,24.0,28.0,91.0,77.0,1010.6,1004.1,14.7,16.6,Yes
10424,2014-08-22,11.3,16.8,7.0,28.0,68.0,78.0,1031.7,1029.1,16.2,15.9,Yes
10425,2014-08-26,12.2,16.4,17.0,13.0,89.0,90.0,1024.3,1022.7,14.6,14.4,Yes
10426,2014-08-28,12.6,18.7,28.0,31.0,57.0,55.0,1026.7,1025.9,17.4,16.8,Yes
10427,2014-08-29,9.6,16.0,19.0,50.0,83.0,74.0,1026.6,1024.0,12.8,15.0,Yes
10428,2014-08-30,12.1,16.3,31.0,33.0,94.0,81.0,1023.8,1021.5,12.2,15.4,Yes
10430,2014-09-02,15.0,17.8,9.0,28.0,51.0,75.0,1009.2,1008.0,16.6,13.2,Yes
10432,2014-09-06,12.1,17.7,22.0,31.0,89.0,75.0,1029.8,1028.4,12.8,15.3,Yes
10434,2014-09-13,13.6,18.7,2.0,26.0,73.0,68.0,1026.9,1023.4,15.9,17.2,Yes
10439,2014-09-25,17.8,24.0,7.0,20.0,58.0,68.0,1011.7,1009.8,20.5,18.3,Yes
10444,2014-10-07,18.4,25.0,30.0,28.0,42.0,30.0,1007.8,1008.3,24.3,24.3,Yes
10450,2014-11-01,21.9,37.0,35.0,31.0,33.0,34.0,1003.2,997.9,29.1,32.1,Yes
10453,2014-11-15,19.0,22.0,11.0,28.0,69.0,63.0,1009.8,1010.0,20.0,20.1,Yes
10457,2014-12-01,19.6,29.4,17.0,35.0,60.0,56.0,1010.9,1007.5,24.8,25.6,Yes
10458,2014-12-07,18.6,29.4,13.0,19.0,68.0,60.0,1006.1,1003.7,23.7,26.2,Yes
10461,2014-12-25,19.5,29.4,19.0,35.0,72.0,60.0,1011.4,1005.5,23.7,27.5,Yes
10464,2015-01-11,20.3,23.1,17.0,30.0,93.0,92.0,1013.7,1012.5,20.8,21.1,Yes
10467,2015-01-26,19.8,21.1,31.0,30.0,85.0,83.0,1013.0,1013.4,20.3,20.1,Yes
10475,2015-02-20,21.5,27.4,9.0,19.0,80.0,65.0,1017.9,1016.1,23.4,25.9,Yes
10480,2015-03-22,18.4,25.3,20.0,28.0,67.0,54.0,1024.6,1021.9,22.3,24.5,Yes
10484,2015-04-06,15.5,25.7,7.0,31.0,76.0,86.0,1008.0,1007.0,19.7,17.7,Yes
10485,2015-04-10,14.7,20.3,28.0,28.0,81.0,,1024.5,1022.9,17.0,19.8,Yes
10487,2015-04-21,14.3,18.0,69.0,54.0,84.0,96.0,1019.6,1016.7,15.3,14.2,Yes
10488,2015-04-25,14.1,24.6,17.0,22.0,64.0,43.0,1008.6,1004.7,18.5,21.7,Yes
10490,2015-04-30,14.8,19.4,26.0,17.0,85.0,63.0,1031.3,1028.6,15.8,19.2,Yes
10498,2015-05-19,14.7,22.5,11.0,13.0,78.0,54.0,1020.6,1015.2,16.9,21.9,Yes
10510,2015-06-21,8.9,13.9,11.0,7.0,88.0,85.0,1028.6,1027.7,10.1,13.8,Yes
10515,2015-07-17,6.2,13.8,30.0,43.0,93.0,56.0,1010.2,1012.9,6.4,13.5,Yes
10526,2015-08-22,14.5,28.9,20.0,31.0,40.0,23.0,1020.5,1015.8,20.6,28.0,Yes
10527,2015-08-24,14.6,17.6,26.0,7.0,93.0,94.0,1018.6,1015.4,15.6,16.0,Yes
10530,2015-09-05,11.1,19.4,13.0,28.0,60.0,63.0,1022.2,1019.8,16.4,17.9,Yes
10535,2015-09-18,13.3,17.9,33.0,35.0,70.0,60.0,1026.2,1025.5,15.4,17.2,Yes
10538,2015-09-23,10.6,14.3,50.0,50.0,61.0,76.0,1025.5,1025.5,12.4,12.2,Yes
10543,2015-10-11,15.1,26.1,9.0,17.0,70.0,56.0,1022.6,1018.4,19.6,23.3,Yes
10545,2015-10-20,19.4,30.7,13.0,28.0,59.0,45.0,1020.2,1015.8,24.4,29.2,Yes
10546,2015-10-21,19.0,29.1,9.0,9.0,56.0,60.0,1013.8,1011.4,25.0,25.4,Yes
10549,2015-11-03,17.9,19.6,28.0,31.0,94.0,87.0,1017.1,1016.7,18.6,19.0,Yes
10560,2015-12-16,20.7,24.6,33.0,15.0,78.0,72.0,1014.6,1016.7,24.5,18.7,Yes
10564,2015-12-26,19.6,28.1,17.0,31.0,71.0,80.0,1009.7,1005.9,22.7,23.9,Yes
10567,2016-01-04,20.2,25.4,13.0,20.0,85.0,94.0,1016.9,1016.5,20.7,18.7,Yes
10568,2016-01-05,17.6,21.0,24.0,31.0,83.0,91.0,1016.9,1014.9,19.4,19.9,Yes
10571,2016-01-14,22.9,40.6,13.0,28.0,56.0,34.0,1011.5,1007.4,30.5,36.1,Yes
10572,2016-01-15,14.3,20.4,19.0,39.0,92.0,74.0,1024.6,1024.1,14.5,19.4,Yes
10576,2016-01-25,21.1,25.0,17.0,17.0,85.0,67.0,1014.5,1013.3,22.3,24.3,Yes
10577,2016-01-27,20.2,26.4,13.0,22.0,72.0,63.0,1016.2,1013.9,23.8,24.4,Yes
10586,2016-03-15,19.5,23.9,26.0,37.0,92.0,71.0,1019.4,1018.5,20.2,23.4,Yes
10587,2016-03-16,19.5,24.0,22.0,31.0,80.0,72.0,1019.7,1018.1,21.3,23.7,Yes
10589,2016-03-21,15.4,20.3,11.0,37.0,93.0,80.0,1018.9,1016.5,15.4,19.7,Yes
10592,2016-03-27,19.7,25.5,20.0,24.0,86.0,58.0,1018.3,1017.0,21.7,24.2,Yes
10593,2016-03-29,20.3,22.0,30.0,26.0,88.0,94.0,1017.4,1016.0,21.0,20.2,Yes
10596,2016-04-04,18.4,24.3,9.0,15.0,90.0,79.0,1023.1,1019.6,19.7,22.1,Yes
10605,2016-05-08,16.2,21.8,11.0,6.0,82.0,71.0,1018.4,1013.7,18.5,21.6,Yes
10609,2016-05-30,7.4,18.0,19.0,17.0,52.0,46.0,1025.4,1024.2,11.7,16.7,Yes
10610,2016-05-31,8.8,16.5,13.0,15.0,85.0,86.0,1029.5,1027.4,12.4,15.6,Yes
10612,2016-06-04,14.6,21.7,30.0,44.0,95.0,84.0,1015.3,1009.3,17.0,19.0,Yes
10614,2016-06-19,14.4,20.4,20.0,24.0,87.0,90.0,1017.2,1010.5,15.8,16.7,Yes
10617,2016-07-07,12.8,17.2,44.0,31.0,74.0,93.0,1014.9,1016.2,16.4,14.3,Yes
10618,2016-07-08,12.7,17.6,11.0,15.0,91.0,96.0,1019.7,1018.4,13.8,13.7,Yes
10621,2016-07-19,14.2,25.7,9.0,0.0,69.0,46.0,1021.5,1018.7,18.2,25.1,Yes
10622,2016-07-20,15.9,16.8,24.0,15.0,98.0,94.0,1019.7,1018.2,16.1,16.2,Yes
10624,2016-07-22,12.1,27.0,24.0,31.0,64.0,42.0,1008.6,1000.5,19.6,26.6,Yes
10627,2016-08-03,10.5,15.0,28.0,30.0,84.0,86.0,1018.2,1017.8,13.4,13.3,Yes
10628,2016-08-04,11.0,17.2,41.0,31.0,58.0,61.0,1024.0,1025.3,14.9,14.9,Yes
10634,2016-08-24,12.2,14.5,24.0,13.0,83.0,96.0,1013.2,1007.8,13.1,13.1,Yes
10637,2016-09-02,14.5,19.1,17.0,19.0,98.0,97.0,1011.5,1006.1,15.4,15.4,Yes
10641,2016-09-09,15.3,24.8,2.0,35.0,56.0,57.0,1021.8,1015.6,20.7,22.5,Yes
10644,2016-09-18,14.1,18.1,13.0,9.0,58.0,87.0,1012.4,1005.8,15.4,15.3,Yes
10646,2016-09-25,14.2,20.8,13.0,28.0,64.0,69.0,1006.4,1006.2,17.9,16.6,Yes
10647,2016-09-28,9.4,20.1,11.0,17.0,43.0,39.0,1014.5,1011.2,17.1,19.5,Yes
10652,2016-10-10,17.1,34.3,26.0,30.0,31.0,24.0,1007.3,1004.5,26.8,31.8,Yes
10654,2016-10-12,9.7,23.3,22.0,22.0,41.0,32.0,1016.4,1012.4,14.9,19.6,Yes
10666,2016-12-16,16.5,26.0,20.0,11.0,94.0,94.0,1013.4,1009.4,18.3,18.9,Yes
10670,2017-01-06,19.9,27.1,13.0,28.0,92.0,48.0,1018.3,1017.6,20.8,26.2,Yes
10672,2017-01-09,21.0,29.9,6.0,22.0,88.0,50.0,1011.5,1009.1,23.7,28.1,Yes
10676,2017-01-24,24.6,38.5,20.0,15.0,31.0,34.0,1006.9,1008.1,34.3,36.3,Yes
10690,2017-03-16,21.8,27.3,22.0,33.0,91.0,88.0,1013.3,1008.8,23.6,25.9,Yes
10691,2017-03-17,20.0,23.2,43.0,44.0,85.0,97.0,1018.3,1020.5,21.4,19.4,Yes
10693,2017-03-23,20.8,22.6,30.0,28.0,82.0,85.0,1018.5,1017.5,21.2,21.5,Yes
10696,2017-03-30,23.7,28.5,6.0,50.0,66.0,99.0,1007.0,1007.7,27.6,19.1,Yes
10697,2017-04-02,18.0,21.0,37.0,35.0,75.0,78.0,1025.0,1024.7,19.8,19.0,Yes
10699,2017-04-11,12.8,21.9,24.0,37.0,62.0,64.0,1017.3,1017.3,17.8,21.2,Yes
10700,2017-04-12,15.4,20.7,31.0,28.0,81.0,80.0,1023.5,1022.1,18.8,20.1,Yes
10702,2017-04-19,16.0,23.4,19.0,24.0,62.0,71.0,1030.5,1028.1,22.2,22.2,Yes
10707,2017-05-03,15.6,18.6,33.0,11.0,70.0,89.0,1027.0,1027.6,16.6,14.8,Yes
10710,2017-05-12,12.2,19.6,15.0,17.0,75.0,73.0,1026.9,1024.4,15.0,18.5,Yes
10718,2017-06-03,11.0,17.0,13.0,33.0,65.0,76.0,1031.0,1028.7,14.6,16.0,Yes
10728,2009-01-22,23.1,35.0,26.0,33.0,61.0,39.0,1007.0,1001.5,25.2,32.5,Yes
10743,2009-03-14,17.0,28.6,11.0,17.0,81.0,67.0,1013.3,1007.9,20.2,23.9,Yes
10753,2009-04-03,19.7,31.1,19.0,13.0,62.0,40.0,1018.9,1013.5,22.0,29.3,Yes
10763,2009-04-26,8.8,13.5,30.0,31.0,75.0,74.0,1005.7,1005.5,9.8,10.9,Yes
10772,2009-05-25,13.5,21.6,7.0,19.0,62.0,41.0,1024.8,1020.8,15.6,20.7,Yes
10776,2009-06-30,8.4,18.1,11.0,26.0,79.0,60.0,1009.4,1003.3,12.9,16.9,Yes
10777,2009-07-02,7.3,12.7,9.0,31.0,87.0,73.0,1011.2,1008.0,8.5,11.4,Yes
10782,2009-07-11,6.9,15.2,9.0,9.0,77.0,62.0,1021.2,1016.6,10.0,13.7,Yes
10785,2009-07-22,6.5,14.6,7.0,6.0,69.0,80.0,1010.0,1007.6,13.0,12.3,Yes
10788,2009-07-27,3.3,9.7,11.0,15.0,99.0,78.0,1020.5,1020.7,4.4,9.3,Yes
10790,2009-08-01,5.0,12.7,6.0,13.0,100.0,77.0,1027.5,1026.2,8.0,11.9,Yes
10795,2009-08-29,8.5,22.1,15.0,28.0,86.0,54.0,1004.4,997.4,12.6,21.5,Yes
10802,2009-09-17,7.5,22.3,9.0,20.0,60.0,23.0,1014.6,1012.6,16.2,20.7,Yes
10803,2009-09-21,1.0,22.4,9.0,15.0,70.0,28.0,1014.8,1008.6,12.6,21.1,Yes
10810,2009-10-02,10.1,24.2,9.0,20.0,56.0,33.0,1008.8,1003.1,17.0,23.7,Yes
10813,2009-10-11,10.3,19.9,6.0,13.0,82.0,47.0,1023.0,1017.1,10.6,18.6,Yes
10814,2009-10-12,7.8,22.5,7.0,22.0,84.0,59.0,1009.7,1001.8,12.1,18.9,Yes
10815,2009-10-15,9.7,15.6,19.0,28.0,68.0,77.0,1009.7,1008.0,12.2,14.2,Yes
10820,2009-10-25,9.6,26.2,6.0,20.0,45.0,27.0,1015.1,1011.8,17.4,24.4,Yes
10830,2009-11-29,14.3,21.4,24.0,30.0,82.0,55.0,1001.3,1001.5,14.7,19.8,Yes
10833,2009-12-08,15.4,32.6,13.0,35.0,35.0,33.0,1005.8,1003.2,25.3,25.9,Yes
10838,2009-12-17,16.8,42.3,22.0,39.0,16.0,4.0,1009.9,1004.8,34.3,40.8,Yes
10850,2010-02-10,22.0,36.2,9.0,11.0,54.0,30.0,1019.2,1014.8,27.2,35.3,Yes
10851,2010-02-11,20.2,36.6,11.0,11.0,68.0,30.0,1015.9,1011.0,24.6,34.5,Yes
10862,2010-04-06,14.2,23.6,30.0,17.0,53.0,52.0,1017.6,1014.0,18.2,22.6,Yes
10863,2010-04-10,10.6,23.1,9.0,6.0,77.0,59.0,1011.9,1009.0,16.4,21.7,Yes
10868,2010-04-24,16.8,18.8,6.0,17.0,95.0,93.0,1015.1,1010.8,17.3,18.0,Yes
10872,2010-05-04,10.7,26.2,9.0,33.0,66.0,20.0,1018.8,1012.6,17.8,25.3,Yes
10880,2010-06-16,4.0,16.1,13.0,9.0,77.0,66.0,1027.6,1022.7,9.0,15.6,Yes
10886,2010-07-02,-0.5,8.1,7.0,7.0,90.0,93.0,1027.1,1024.0,3.8,7.6,Yes
10888,2010-07-05,-1.2,14.1,11.0,11.0,86.0,54.0,1027.1,1022.4,3.3,13.5,Yes
10891,2010-07-13,4.9,15.8,11.0,17.0,82.0,92.0,1017.1,1010.6,10.8,14.4,Yes
10894,2010-07-29,10.7,15.1,9.0,9.0,94.0,91.0,1019.2,1015.6,11.9,11.7,Yes
10898,2010-08-09,0.2,14.9,9.0,19.0,74.0,45.0,1022.2,1018.6,6.1,14.5,Yes
10906,2010-09-05,9.3,14.1,24.0,24.0,80.0,59.0,1013.9,1015.1,10.4,12.9,Yes
10915,2010-10-14,13.6,19.9,4.0,7.0,87.0,68.0,1014.1,1011.1,15.0,18.5,Yes
10916,2010-10-15,14.4,19.3,26.0,13.0,96.0,88.0,991.5,984.2,18.4,18.4,Yes
10921,2010-10-23,13.6,19.8,7.0,7.0,78.0,89.0,1017.2,1016.8,17.9,15.7,Yes
10931,2010-11-27,15.7,29.2,17.0,20.0,57.0,32.0,1013.0,1008.2,24.0,27.5,Yes
10933,2010-12-02,17.1,26.9,17.0,11.0,64.0,70.0,1015.2,1011.5,21.5,23.7,Yes
10945,2011-02-04,24.3,33.5,9.0,20.0,84.0,91.0,1013.1,1010.5,26.6,23.8,Yes
10953,2011-03-09,15.1,23.8,6.0,11.0,72.0,67.0,1015.4,1014.1,20.4,22.1,Yes
10955,2011-03-13,20.0,29.9,9.0,7.0,69.0,64.0,1020.1,1017.4,23.5,27.4,Yes
10960,2011-05-02,12.1,21.3,7.0,7.0,76.0,52.0,1016.6,1014.2,15.2,21.0,Yes
10961,2011-05-10,-0.4,15.9,6.0,15.0,73.0,34.0,1019.2,1015.4,7.2,15.4,Yes
10966,2011-05-22,8.2,23.3,17.0,13.0,75.0,86.0,1018.4,1012.3,12.9,15.5,Yes
10967,2011-05-23,12.3,13.9,15.0,24.0,89.0,94.0,1004.5,1002.3,13.0,12.9,Yes
10970,2011-06-03,3.5,18.1,11.0,6.0,82.0,62.0,1021.2,1017.1,8.2,16.2,Yes
10978,2011-07-05,7.0,11.7,30.0,33.0,82.0,60.0,1012.7,1010.9,7.7,11.0,Yes
10979,2011-07-06,7.5,11.5,15.0,26.0,93.0,69.0,1013.0,1010.0,7.9,10.7,Yes
10981,2011-07-08,-4.7,8.3,2.0,15.0,76.0,64.0,1026.7,1025.4,1.2,7.9,Yes
10988,2011-07-25,4.1,12.2,7.0,15.0,89.0,84.0,1017.9,1016.7,8.8,11.1,Yes
10997,2011-09-05,12.2,20.8,17.0,17.0,52.0,51.0,1025.3,1022.0,16.8,18.3,Yes
10998,2011-09-06,13.3,18.0,28.0,19.0,52.0,57.0,1016.5,1014.2,14.8,17.0,Yes
11000,2011-09-09,5.5,13.4,30.0,22.0,52.0,53.0,1013.0,1011.1,9.6,11.8,Yes
11005,2011-09-28,13.7,17.3,19.0,13.0,65.0,90.0,1011.0,1006.7,15.9,14.9,Yes
11015,2011-10-28,12.6,29.2,17.0,11.0,60.0,36.0,1017.3,1011.5,17.8,27.9,Yes
11025,2011-12-22,17.1,28.5,22.0,13.0,57.0,41.0,1016.1,1012.1,21.7,26.6,Yes
11033,2012-02-09,17.7,26.8,28.0,20.0,61.0,53.0,1011.7,1009.1,20.7,24.3,Yes
11036,2012-02-17,18.3,31.9,11.0,9.0,62.0,29.0,1015.4,1011.9,23.1,30.6,Yes
11039,2012-02-29,19.8,24.4,9.0,13.0,92.0,83.0,1012.5,1011.5,21.2,21.5,Yes
11043,2012-03-16,18.4,23.1,15.0,22.0,93.0,83.0,1010.7,1010.4,19.6,20.5,Yes
11051,2012-05-01,9.1,22.4,13.0,13.0,70.0,41.0,1025.7,1021.6,12.4,22.0,Yes
11059,2012-05-25,6.4,9.3,17.0,24.0,93.0,86.0,1012.8,1010.4,6.6,7.9,Yes
11066,2012-06-22,7.9,10.1,20.0,17.0,79.0,83.0,1007.8,1009.8,8.8,9.1,Yes
11073,2012-07-12,6.0,13.8,15.0,13.0,81.0,81.0,1015.4,1011.0,8.6,13.3,Yes
11079,2012-08-08,0.4,17.7,17.0,24.0,78.0,37.0,1023.8,1017.2,5.1,17.4,Yes
11082,2012-08-17,5.8,11.6,26.0,41.0,88.0,61.0,1005.8,1003.6,5.8,11.3,Yes
11087,2012-09-18,4.5,20.0,19.0,15.0,65.0,50.0,1016.6,1013.0,14.4,18.0,Yes
11105,2012-11-06,21.5,31.8,17.0,24.0,36.0,28.0,1012.8,1010.8,25.7,29.3,Yes
11110,2012-11-27,17.7,30.7,22.0,15.0,63.0,85.0,1012.9,1014.3,21.2,20.0,Yes
11139,2013-05-14,3.1,12.6,7.0,15.0,88.0,76.0,1016.4,1014.5,7.6,10.7,Yes
11141,2013-05-22,4.6,12.5,13.0,13.0,68.0,81.0,1013.1,1011.2,8.9,10.3,Yes
11145,2013-05-31,12.4,17.4,9.0,17.0,94.0,76.0,1027.0,1022.7,13.3,17.2,Yes
11146,2013-06-01,13.1,14.6,13.0,7.0,93.0,97.0,1017.4,1012.5,13.9,14.2,Yes
